externalid,segid,PROJ_GRP,year,LIN_FORECAST
3623,0006_216.2,Since 2013,2032,13603
3623,0006_216.2,Since 2013,2036,14914
3623,0006_216.2,Since 2013,2046,18193
3623,0006_216.2,Since 2013,2055,21144
3624,0096_006.2,Since 2013,2013,256
3624,0096_006.2,Since 2013,2027,3140
3624,0096_006.2,Since 2013,2032,4169
3624,0096_006.2,Since 2013,2036,4993
3624,0096_006.2,Since 2013,2046,7053
3624,0096_006.2,Since 2013,2055,8907
3626,0089_296.0,Since 2013,2013,2389
3626,0089_296.0,Since 2013,2027,4030
3626,0089_296.0,Since 2013,2032,4616
3626,0089_296.0,Since 2013,2036,5085
3626,0089_296.0,Since 2013,2046,6258
3626,0089_296.0,Since 2013,2055,7313
3628,0015_233.2,Since 2013,2013,18694
3628,0015_233.2,Since 2013,2027,49925
3628,0015_233.2,Since 2013,2032,61079
3628,0015_233.2,Since 2013,2036,70002
3628,0015_233.2,Since 2013,2046,92309
3628,0015_233.2,Since 2013,2055,112386
3629,1826_004.9,Since 2013,2013,2612
3629,1826_004.9,Since 2013,2027,3850
3629,1826_004.9,Since 2013,2032,4292
3629,1826_004.9,Since 2013,2036,4646
3629,1826_004.9,Since 2013,2046,5530
3629,1826_004.9,Since 2013,2055,6326
3601,1082_000.0,Since 2014,2014,634
3601,1082_000.0,Since 2014,2027,899
3601,1082_000.0,Since 2014,2032,1001
3601,1082_000.0,Since 2014,2036,1083
3601,1082_000.0,Since 2014,2046,1287
3601,1082_000.0,Since 2014,2055,1471
3602,0013_006.5,Since 2014,2014,8446
3602,0013_006.5,Since 2014,2027,11981
3602,0013_006.5,Since 2014,2032,13340
3602,0013_006.5,Since 2014,2036,14428
3602,0013_006.5,Since 2014,2046,17147
3602,0013_006.5,Since 2014,2055,19594
3603,1112_000.0,Since 2014,2014,1088
3603,1112_000.0,Since 2014,2027,1719
3603,1112_000.0,Since 2014,2032,1962
3603,1112_000.0,Since 2014,2036,2156
3603,1112_000.0,Since 2014,2046,2642
3603,1112_000.0,Since 2014,2055,3079
3604,0015_368.1,Since 2014,2014,24202
3604,0015_368.1,Since 2014,2027,32727
3604,0015_368.1,Since 2014,2032,36006
3604,0015_368.1,Since 2014,2036,38629
3604,0015_368.1,Since 2014,2046,45187
3604,0015_368.1,Since 2014,2055,51089
3605,0038_003.2,Since 2014,2014,2622
3605,0038_003.2,Since 2014,2027,4637
3605,0038_003.2,Since 2014,2032,5412
3605,0038_003.2,Since 2014,2036,6032
3605,0038_003.2,Since 2014,2046,7583
3605,0038_003.2,Since 2014,2055,8978
3606,0091_010.1,Since 2014,2014,17877
3606,0091_010.1,Since 2014,2027,22866
3606,0091_010.1,Since 2014,2032,24785
3606,0091_010.1,Since 2014,2036,26320
3606,0091_010.1,Since 2014,2046,30158
3606,0091_010.1,Since 2014,2055,33612
3607,3462_002.8,Since 2014,2014,1773
3607,3462_002.8,Since 2014,2027,2516
3607,3462_002.8,Since 2014,2032,2802
3607,3462_002.8,Since 2014,2036,3031
3607,3462_002.8,Since 2014,2046,3603
3607,3462_002.8,Since 2014,2055,4118
3608,0039_008.7,Since 2014,2014,8019
3608,0039_008.7,Since 2014,2027,9929
3608,0039_008.7,Since 2014,2032,10664
3608,0039_008.7,Since 2014,2036,11251
3608,0039_008.7,Since 2014,2046,12721
3608,0039_008.7,Since 2014,2055,14043
3609,0084_087.8,Since 2014,2014,19755
3609,0084_087.8,Since 2014,2027,24841
3609,0084_087.8,Since 2014,2032,26798
3609,0084_087.8,Since 2014,2036,28362
3609,0084_087.8,Since 2014,2046,32275
3609,0084_087.8,Since 2014,2055,35796
3612,0080_099.5,Since 2014,2014,37163
3612,0080_099.5,Since 2014,2027,60498
3612,0080_099.5,Since 2014,2032,69473
3612,0080_099.5,Since 2014,2036,76653
3612,0080_099.5,Since 2014,2046,94604
3612,0080_099.5,Since 2014,2055,110759
3612,0080_101.5,Since 2014,2014,37163
3612,0080_101.5,Since 2014,2027,60498
3612,0080_101.5,Since 2014,2032,69473
3612,0080_101.5,Since 2014,2036,76653
3612,0080_101.5,Since 2014,2046,94604
3612,0080_101.5,Since 2014,2055,110759
3613,0065_008.4,Since 2014,2014,425
3613,0065_008.4,Since 2014,2027,511
3613,0065_008.4,Since 2014,2032,544
3613,0065_008.4,Since 2014,2036,570
3613,0065_008.4,Since 2014,2046,636
3613,0065_008.4,Since 2014,2055,695
3614,0080_138.9,Since 2014,2014,52347
3614,0080_138.9,Since 2014,2027,64529
3614,0080_138.9,Since 2014,2032,69215
3614,0080_138.9,Since 2014,2036,72964
3614,0080_138.9,Since 2014,2046,82335
3614,0080_138.9,Since 2014,2055,90769
3615,0190_015.75,Since 2014,2014,1520
3615,0190_015.75,Since 2014,2027,3541
3615,0190_015.75,Since 2014,2032,4319
3615,0190_015.75,Since 2014,2036,4940
3615,0190_015.75,Since 2014,2046,6495
3615,0190_015.75,Since 2014,2055,7894
3616,1828_004.5,Since 2014,2014,447
3616,1828_004.5,Since 2014,2027,631
3616,1828_004.5,Since 2014,2032,702
3616,1828_004.5,Since 2014,2036,758
3616,1828_004.5,Since 2014,2046,900
3616,1828_004.5,Since 2014,2055,1027
3617,0006_140.3,Since 2014,2014,1214
3617,0006_140.3,Since 2014,2027,1726
3617,0006_140.3,Since 2014,2032,1924
3617,0006_140.3,Since 2014,2036,2081
3617,0006_140.3,Since 2014,2046,2475
3617,0006_140.3,Since 2014,2055,2830
3618,0073_015.5,Since 2014,2014,1626
3618,0073_015.5,Since 2014,2027,2309
3618,0073_015.5,Since 2014,2032,2572
3618,0073_015.5,Since 2014,2036,2782
3618,0073_015.5,Since 2014,2046,3307
3618,0073_015.5,Since 2014,2055,3780
3620,0189_014.3,Since 2014,2014,10435
3620,0189_014.3,Since 2014,2027,14687
3620,0189_014.3,Since 2014,2032,16322
3620,0189_014.3,Since 2014,2036,17630
3620,0189_014.3,Since 2014,2046,20901
3620,0189_014.3,Since 2014,2055,23845
3623,0006_216.2,Since 2014,2014,7762
3623,0006_216.2,Since 2014,2027,11892
3623,0006_216.2,Since 2014,2032,13480
3623,0006_216.2,Since 2014,2036,14751
3623,0006_216.2,Since 2014,2046,17928
3623,0006_216.2,Since 2014,2055,20787
3624,0096_006.2,Since 2014,2014,452
3624,0096_006.2,Since 2014,2027,3151
3624,0096_006.2,Since 2014,2032,4189
3624,0096_006.2,Since 2014,2036,5019
3624,0096_006.2,Since 2014,2046,7095
3624,0096_006.2,Since 2014,2055,8963
3626,0089_296.0,Since 2014,2014,2493
3626,0089_296.0,Since 2014,2027,4045
3626,0089_296.0,Since 2014,2032,4641
3626,0089_296.0,Since 2014,2036,5119
3626,0089_296.0,Since 2014,2046,6312
3626,0089_296.0,Since 2014,2055,7386
3628,0015_233.2,Since 2014,2014,19337
3628,0015_233.2,Since 2014,2027,51778
3628,0015_233.2,Since 2014,2032,64255
3628,0015_233.2,Since 2014,2036,74237
3628,0015_233.2,Since 2014,2046,99191
3628,0015_233.2,Since 2014,2055,121650
3629,1826_004.9,Since 2014,2014,2709
3629,1826_004.9,Since 2014,2027,3840
3629,1826_004.9,Since 2014,2032,4275
3629,1826_004.9,Since 2014,2036,4623
3629,1826_004.9,Since 2014,2046,5493
3629,1826_004.9,Since 2014,2055,6276
3601,1082_000.0,Since 2015,2015,663
3601,1082_000.0,Since 2015,2027,889
3601,1082_000.0,Since 2015,2032,983
3601,1082_000.0,Since 2015,2036,1058
3601,1082_000.0,Since 2015,2046,1246
3601,1082_000.0,Since 2015,2055,1415
3602,0013_006.5,Since 2015,2015,8821
3602,0013_006.5,Since 2015,2027,11852
3602,0013_006.5,Since 2015,2032,13115
3602,0013_006.5,Since 2015,2036,14126
3602,0013_006.5,Since 2015,2046,16652
3602,0013_006.5,Since 2015,2055,18925
3603,1112_000.0,Since 2015,2015,1176
3603,1112_000.0,Since 2015,2027,1670
3603,1112_000.0,Since 2015,2032,1877
3603,1112_000.0,Since 2015,2036,2042
3603,1112_000.0,Since 2015,2046,2454
3603,1112_000.0,Since 2015,2055,2825
3604,0015_368.1,Since 2015,2015,25146
3604,0015_368.1,Since 2015,2027,32368
3604,0015_368.1,Since 2015,2032,35377
3604,0015_368.1,Since 2015,2036,37784
3604,0015_368.1,Since 2015,2046,43802
3604,0015_368.1,Since 2015,2055,49219
3605,0038_003.2,Since 2015,2015,2886
3605,0038_003.2,Since 2015,2027,4500
3605,0038_003.2,Since 2015,2032,5173
3605,0038_003.2,Since 2015,2036,5711
3605,0038_003.2,Since 2015,2046,7056
3605,0038_003.2,Since 2015,2055,8266
3606,0091_010.1,Since 2015,2015,18613
3606,0091_010.1,Since 2015,2027,22426
3606,0091_010.1,Since 2015,2032,24015
3606,0091_010.1,Since 2015,2036,25286
3606,0091_010.1,Since 2015,2046,28463
3606,0091_010.1,Since 2015,2055,31323
3607,3462_002.8,Since 2015,2015,1851
3607,3462_002.8,Since 2015,2027,2490
3607,3462_002.8,Since 2015,2032,2756
3607,3462_002.8,Since 2015,2036,2969
3607,3462_002.8,Since 2015,2046,3501
3607,3462_002.8,Since 2015,2055,3980
3608,0039_008.7,Since 2015,2015,8349
3608,0039_008.7,Since 2015,2027,9699
3608,0039_008.7,Since 2015,2032,10261
3608,0039_008.7,Since 2015,2036,10711
3608,0039_008.7,Since 2015,2046,11836
3608,0039_008.7,Since 2015,2055,12848
3609,0084_087.8,Since 2015,2015,20485
3609,0084_087.8,Since 2015,2027,24419
3609,0084_087.8,Since 2015,2032,26058
3609,0084_087.8,Since 2015,2036,27370
3609,0084_087.8,Since 2015,2046,30648
3609,0084_087.8,Since 2015,2055,33599
3612,0080_099.5,Since 2015,2015,39257
3612,0080_099.5,Since 2015,2027,60124
3612,0080_099.5,Since 2015,2032,68819
3612,0080_099.5,Since 2015,2036,75775
3612,0080_099.5,Since 2015,2046,93164
3612,0080_099.5,Since 2015,2055,108814
3612,0080_101.5,Since 2015,2015,39257
3612,0080_101.5,Since 2015,2027,60124
3612,0080_101.5,Since 2015,2032,68819
3612,0080_101.5,Since 2015,2036,75775
3612,0080_101.5,Since 2015,2046,93164
3612,0080_101.5,Since 2015,2055,108814
3613,0065_008.4,Since 2015,2015,389
3613,0065_008.4,Since 2015,2027,563
3613,0065_008.4,Since 2015,2032,636
3613,0065_008.4,Since 2015,2036,694
3613,0065_008.4,Since 2015,2046,839
3613,0065_008.4,Since 2015,2055,969
3614,0080_138.9,Since 2015,2015,54158
3614,0080_138.9,Since 2015,2027,63437
3614,0080_138.9,Since 2015,2032,67303
3614,0080_138.9,Since 2015,2036,70396
3614,0080_138.9,Since 2015,2046,78128
3614,0080_138.9,Since 2015,2055,85087
3615,0190_015.75,Since 2015,2015,1680
3615,0190_015.75,Since 2015,2027,3536
3615,0190_015.75,Since 2015,2032,4309
3615,0190_015.75,Since 2015,2036,4927
3615,0190_015.75,Since 2015,2046,6474
3615,0190_015.75,Since 2015,2055,7865
3616,1828_004.5,Since 2015,2015,466
3616,1828_004.5,Since 2015,2027,624
3616,1828_004.5,Since 2015,2032,690
3616,1828_004.5,Since 2015,2036,743
3616,1828_004.5,Since 2015,2046,875
3616,1828_004.5,Since 2015,2055,994
3617,0006_140.3,Since 2015,2015,1269
3617,0006_140.3,Since 2015,2027,1708
3617,0006_140.3,Since 2015,2032,1890
3617,0006_140.3,Since 2015,2036,2037
3617,0006_140.3,Since 2015,2046,2403
3617,0006_140.3,Since 2015,2055,2732
3618,0073_015.5,Since 2015,2015,1699
3618,0073_015.5,Since 2015,2027,2284
3618,0073_015.5,Since 2015,2032,2527
3618,0073_015.5,Since 2015,2036,2722
3618,0073_015.5,Since 2015,2046,3209
3618,0073_015.5,Since 2015,2055,3648
3620,0189_014.3,Since 2015,2015,10828
3620,0189_014.3,Since 2015,2027,14603
3620,0189_014.3,Since 2015,2032,16176
3620,0189_014.3,Since 2015,2036,17435
3620,0189_014.3,Since 2015,2046,20581
3620,0189_014.3,Since 2015,2055,23412
3623,0006_216.2,Since 2015,2015,8192
3623,0006_216.2,Since 2015,2027,11752
3623,0006_216.2,Since 2015,2032,13235
3623,0006_216.2,Since 2015,2036,14422
3623,0006_216.2,Since 2015,2046,17388
3623,0006_216.2,Since 2015,2055,20058
3624,0096_006.2,Since 2015,2015,727
3624,0096_006.2,Since 2015,2027,3066
3624,0096_006.2,Since 2015,2032,4041
3624,0096_006.2,Since 2015,2036,4821
3624,0096_006.2,Since 2015,2046,6770
3624,0096_006.2,Since 2015,2055,8524
3626,0089_296.0,Since 2015,2015,2643
3626,0089_296.0,Since 2015,2027,4007
3626,0089_296.0,Since 2015,2032,4575
3626,0089_296.0,Since 2015,2036,5029
3626,0089_296.0,Since 2015,2046,6166
3626,0089_296.0,Since 2015,2055,7188
3628,0015_233.2,Since 2015,2015,21573
3628,0015_233.2,Since 2015,2027,52102
3628,0015_233.2,Since 2015,2032,64822
3628,0015_233.2,Since 2015,2036,74998
3628,0015_233.2,Since 2015,2046,100438
3628,0015_233.2,Since 2015,2055,123335
3629,1826_004.9,Since 2015,2015,2828
3629,1826_004.9,Since 2015,2027,3799
3629,1826_004.9,Since 2015,2032,4203
3629,1826_004.9,Since 2015,2036,4527
3629,1826_004.9,Since 2015,2046,5335
3629,1826_004.9,Since 2015,2055,6063
3601,1082_000.0,Since 2016,2016,686
3601,1082_000.0,Since 2016,2027,883
3601,1082_000.0,Since 2016,2032,973
3601,1082_000.0,Since 2016,2036,1045
3601,1082_000.0,Since 2016,2046,1224
3601,1082_000.0,Since 2016,2055,1385
3602,0013_006.5,Since 2016,2016,9134
3602,0013_006.5,Since 2016,2027,11770
3602,0013_006.5,Since 2016,2032,12968
3602,0013_006.5,Since 2016,2036,13927
3602,0013_006.5,Since 2016,2046,16323
3602,0013_006.5,Since 2016,2055,18479
3603,1112_000.0,Since 2016,2016,1282
3603,1112_000.0,Since 2016,2027,1582
3603,1112_000.0,Since 2016,2032,1718
3603,1112_000.0,Since 2016,2036,1827
3603,1112_000.0,Since 2016,2046,2099
3603,1112_000.0,Since 2016,2055,2344
3604,0015_368.1,Since 2016,2016,25543
3604,0015_368.1,Since 2016,2027,32645
3604,0015_368.1,Since 2016,2032,35874
3604,0015_368.1,Since 2016,2036,38457
3604,0015_368.1,Since 2016,2046,44914
3604,0015_368.1,Since 2016,2055,50725
3605,0038_003.2,Since 2016,2016,3226
3605,0038_003.2,Since 2016,2027,4221
3605,0038_003.2,Since 2016,2032,4673
3605,0038_003.2,Since 2016,2036,5035
3605,0038_003.2,Since 2016,2046,5940
3605,0038_003.2,Since 2016,2055,6754
3606,0091_010.1,Since 2016,2016,19038
3606,0091_010.1,Since 2016,2027,22282
3606,0091_010.1,Since 2016,2032,23756
3606,0091_010.1,Since 2016,2036,24936
3606,0091_010.1,Since 2016,2046,27885
3606,0091_010.1,Since 2016,2055,30539
3607,3462_002.8,Since 2016,2016,1918
3607,3462_002.8,Since 2016,2027,2472
3607,3462_002.8,Since 2016,2032,2724
3607,3462_002.8,Since 2016,2036,2926
3607,3462_002.8,Since 2016,2046,3430
3607,3462_002.8,Since 2016,2055,3883
3608,0039_008.7,Since 2016,2016,8634
3608,0039_008.7,Since 2016,2027,9465
3608,0039_008.7,Since 2016,2032,9843
3608,0039_008.7,Since 2016,2036,10145
3608,0039_008.7,Since 2016,2046,10901
3608,0039_008.7,Since 2016,2055,11581
3609,0084_087.8,Since 2016,2016,21017
3609,0084_087.8,Since 2016,2027,24141
3609,0084_087.8,Since 2016,2032,25561
3609,0084_087.8,Since 2016,2036,26696
3609,0084_087.8,Since 2016,2046,29536
3609,0084_087.8,Since 2016,2055,32092
3612,0080_099.5,Since 2016,2016,41240
3612,0080_099.5,Since 2016,2027,59794
3612,0080_099.5,Since 2016,2032,68227
3612,0080_099.5,Since 2016,2036,74974
3612,0080_099.5,Since 2016,2046,91841
3612,0080_099.5,Since 2016,2055,107021
3612,0080_101.5,Since 2016,2016,41240
3612,0080_101.5,Since 2016,2027,59794
3612,0080_101.5,Since 2016,2032,68227
3612,0080_101.5,Since 2016,2036,74974
3612,0080_101.5,Since 2016,2046,91841
3612,0080_101.5,Since 2016,2055,107021
3613,0065_008.4,Since 2016,2016,404
3613,0065_008.4,Since 2016,2027,564
3613,0065_008.4,Since 2016,2032,637
3613,0065_008.4,Since 2016,2036,695
3613,0065_008.4,Since 2016,2046,840
3613,0065_008.4,Since 2016,2055,971
3614,0080_138.9,Since 2016,2016,55535
3614,0080_138.9,Since 2016,2027,62617
3614,0080_138.9,Since 2016,2032,65836
3614,0080_138.9,Since 2016,2036,68411
3614,0080_138.9,Since 2016,2046,74849
3614,0080_138.9,Since 2016,2055,80643
3615,0190_015.75,Since 2016,2016,1807
3615,0190_015.75,Since 2016,2027,3573
3615,0190_015.75,Since 2016,2032,4376
3615,0190_015.75,Since 2016,2036,5018
3615,0190_015.75,Since 2016,2046,6623
3615,0190_015.75,Since 2016,2055,8068
3616,1828_004.5,Since 2016,2016,482
3616,1828_004.5,Since 2016,2027,620
3616,1828_004.5,Since 2016,2032,683
3616,1828_004.5,Since 2016,2036,733
3616,1828_004.5,Since 2016,2046,859
3616,1828_004.5,Since 2016,2055,972
3617,0006_140.3,Since 2016,2016,1314
3617,0006_140.3,Since 2016,2027,1695
3617,0006_140.3,Since 2016,2032,1868
3617,0006_140.3,Since 2016,2036,2006
3617,0006_140.3,Since 2016,2046,2352
3617,0006_140.3,Since 2016,2055,2664
3618,0073_015.5,Since 2016,2016,1759
3618,0073_015.5,Since 2016,2027,2267
3618,0073_015.5,Since 2016,2032,2498
3618,0073_015.5,Since 2016,2036,2683
3618,0073_015.5,Since 2016,2046,3145
3618,0073_015.5,Since 2016,2055,3561
3620,0189_014.3,Since 2016,2016,11172
3620,0189_014.3,Since 2016,2027,14564
3620,0189_014.3,Since 2016,2032,16105
3620,0189_014.3,Since 2016,2036,17339
3620,0189_014.3,Since 2016,2046,20422
3620,0189_014.3,Since 2016,2055,23197
3623,0006_216.2,Since 2016,2016,8520
3623,0006_216.2,Since 2016,2027,11710
3623,0006_216.2,Since 2016,2032,13160
3623,0006_216.2,Since 2016,2036,14320
3623,0006_216.2,Since 2016,2046,17220
3623,0006_216.2,Since 2016,2055,19830
3624,0096_006.2,Since 2016,2016,1126
3624,0096_006.2,Since 2016,2027,2790
3624,0096_006.2,Since 2016,2032,3546
3624,0096_006.2,Since 2016,2036,4151
3624,0096_006.2,Since 2016,2046,5664
3624,0096_006.2,Since 2016,2055,7026
3626,0089_296.0,Since 2016,2016,2766
3626,0089_296.0,Since 2016,2027,3994
3626,0089_296.0,Since 2016,2032,4553
3626,0089_296.0,Since 2016,2036,5000
3626,0089_296.0,Since 2016,2046,6117
3626,0089_296.0,Since 2016,2055,7122
3628,0015_233.2,Since 2016,2016,23062
3628,0015_233.2,Since 2016,2027,53535
3628,0015_233.2,Since 2016,2032,67386
3628,0015_233.2,Since 2016,2036,78467
3628,0015_233.2,Since 2016,2046,106170
3628,0015_233.2,Since 2016,2055,131103
3629,1826_004.9,Since 2016,2016,2928
3629,1826_004.9,Since 2016,2027,3773
3629,1826_004.9,Since 2016,2032,4157
3629,1826_004.9,Since 2016,2036,4464
3629,1826_004.9,Since 2016,2046,5231
3629,1826_004.9,Since 2016,2055,5922
3601,1082_000.0,Since 2017,2017,704
3601,1082_000.0,Since 2017,2027,882
3601,1082_000.0,Since 2017,2032,971
3601,1082_000.0,Since 2017,2036,1042
3601,1082_000.0,Since 2017,2046,1220
3601,1082_000.0,Since 2017,2055,1380
3602,0013_006.5,Since 2017,2017,9380
3602,0013_006.5,Since 2017,2027,11761
3602,0013_006.5,Since 2017,2032,12952
3602,0013_006.5,Since 2017,2036,13905
3602,0013_006.5,Since 2017,2046,16286
3602,0013_006.5,Since 2017,2055,18429
3603,1112_000.0,Since 2017,2017,1415
3603,1112_000.0,Since 2017,2027,1424
3603,1112_000.0,Since 2017,2032,1429
3603,1112_000.0,Since 2017,2036,1432
3603,1112_000.0,Since 2017,2046,1442
3603,1112_000.0,Since 2017,2055,1450
3604,0015_368.1,Since 2017,2017,26312
3604,0015_368.1,Since 2017,2027,32460
3604,0015_368.1,Since 2017,2032,35535
3604,0015_368.1,Since 2017,2036,37994
3604,0015_368.1,Since 2017,2046,44143
3604,0015_368.1,Since 2017,2055,49676
3605,0038_003.2,Since 2017,2017,3670
3605,0038_003.2,Since 2017,2027,3690
3605,0038_003.2,Since 2017,2032,3700
3605,0038_003.2,Since 2017,2036,3708
3605,0038_003.2,Since 2017,2046,3728
3605,0038_003.2,Since 2017,2055,3746
3606,0091_010.1,Since 2017,2017,19213
3606,0091_010.1,Since 2017,2027,22461
3606,0091_010.1,Since 2017,2032,24085
3606,0091_010.1,Since 2017,2036,25384
3606,0091_010.1,Since 2017,2046,28633
3606,0091_010.1,Since 2017,2055,31556
3607,3462_002.8,Since 2017,2017,1969
3607,3462_002.8,Since 2017,2027,2470
3607,3462_002.8,Since 2017,2032,2720
3607,3462_002.8,Since 2017,2036,2920
3607,3462_002.8,Since 2017,2046,3420
3607,3462_002.8,Since 2017,2055,3871
3608,0039_008.7,Since 2017,2017,8848
3608,0039_008.7,Since 2017,2027,9259
3608,0039_008.7,Since 2017,2032,9464
3608,0039_008.7,Since 2017,2036,9629
3608,0039_008.7,Since 2017,2046,10040
3608,0039_008.7,Since 2017,2055,10410
3609,0084_087.8,Since 2017,2017,21243
3609,0084_087.8,Since 2017,2027,24229
3609,0084_087.8,Since 2017,2032,25722
3609,0084_087.8,Since 2017,2036,26916
3609,0084_087.8,Since 2017,2046,29902
3609,0084_087.8,Since 2017,2055,32590
3612,0080_099.5,Since 2017,2017,42641
3612,0080_099.5,Since 2017,2027,60222
3612,0080_099.5,Since 2017,2032,69013
3612,0080_099.5,Since 2017,2036,76046
3612,0080_099.5,Since 2017,2046,93627
3612,0080_099.5,Since 2017,2055,109450
3612,0080_101.5,Since 2017,2017,42641
3612,0080_101.5,Since 2017,2027,60222
3612,0080_101.5,Since 2017,2032,69013
3612,0080_101.5,Since 2017,2036,76046
3612,0080_101.5,Since 2017,2046,93627
3612,0080_101.5,Since 2017,2055,109450
3613,0065_008.4,Since 2017,2017,417
3613,0065_008.4,Since 2017,2027,566
3613,0065_008.4,Since 2017,2032,640
3613,0065_008.4,Since 2017,2036,700
3613,0065_008.4,Since 2017,2046,849
3613,0065_008.4,Since 2017,2055,983
3614,0080_138.9,Since 2017,2017,55024
3614,0080_138.9,Since 2017,2027,64350
3614,0080_138.9,Since 2017,2032,69013
3614,0080_138.9,Since 2017,2036,72743
3614,0080_138.9,Since 2017,2046,82069
3614,0080_138.9,Since 2017,2055,90462
3615,0190_015.75,Since 2017,2017,1919
3615,0190_015.75,Since 2017,2027,3646
3615,0190_015.75,Since 2017,2032,4509
3615,0190_015.75,Since 2017,2036,5199
3615,0190_015.75,Since 2017,2046,6926
3615,0190_015.75,Since 2017,2055,8480
3616,1828_004.5,Since 2017,2017,495
3616,1828_004.5,Since 2017,2027,619
3616,1828_004.5,Since 2017,2032,682
3616,1828_004.5,Since 2017,2036,731
3616,1828_004.5,Since 2017,2046,856
3616,1828_004.5,Since 2017,2055,967
3617,0006_140.3,Since 2017,2017,1350
3617,0006_140.3,Since 2017,2027,1694
3617,0006_140.3,Since 2017,2032,1866
3617,0006_140.3,Since 2017,2036,2003
3617,0006_140.3,Since 2017,2046,2347
3617,0006_140.3,Since 2017,2055,2657
3618,0073_015.5,Since 2017,2017,1807
3618,0073_015.5,Since 2017,2027,2265
3618,0073_015.5,Since 2017,2032,2495
3618,0073_015.5,Since 2017,2036,2678
3618,0073_015.5,Since 2017,2046,3137
3618,0073_015.5,Since 2017,2055,3549
3620,0189_014.3,Since 2017,2017,11397
3620,0189_014.3,Since 2017,2027,14689
3620,0189_014.3,Since 2017,2032,16334
3620,0189_014.3,Since 2017,2036,17651
3620,0189_014.3,Since 2017,2046,20942
3620,0189_014.3,Since 2017,2055,23905
3623,0006_216.2,Since 2017,2017,8720
3623,0006_216.2,Since 2017,2027,11845
3623,0006_216.2,Since 2017,2032,13407
3623,0006_216.2,Since 2017,2036,14657
3623,0006_216.2,Since 2017,2046,17782
3623,0006_216.2,Since 2017,2055,20595
3624,0096_006.2,Since 2017,2017,1726
3624,0096_006.2,Since 2017,2027,2117
3624,0096_006.2,Since 2017,2032,2313
3624,0096_006.2,Since 2017,2036,2469
3624,0096_006.2,Since 2017,2046,2861
3624,0096_006.2,Since 2017,2055,3213
3626,0089_296.0,Since 2017,2017,2855
3626,0089_296.0,Since 2017,2027,4029
3626,0089_296.0,Since 2017,2032,4616
3626,0089_296.0,Since 2017,2036,5086
3626,0089_296.0,Since 2017,2046,6260
3626,0089_296.0,Since 2017,2055,7317
3628,0015_233.2,Since 2017,2017,24148
3628,0015_233.2,Since 2017,2027,56060
3628,0015_233.2,Since 2017,2032,72016
3628,0015_233.2,Since 2017,2036,84781
3628,0015_233.2,Since 2017,2046,116693
3628,0015_233.2,Since 2017,2055,145414
3629,1826_004.9,Since 2017,2017,3007
3629,1826_004.9,Since 2017,2027,3770
3629,1826_004.9,Since 2017,2032,4151
3629,1826_004.9,Since 2017,2036,4456
3629,1826_004.9,Since 2017,2046,5219
3629,1826_004.9,Since 2017,2055,5906
3601,1082_000.0,Since 2018,2018,723
3601,1082_000.0,Since 2018,2027,881
3601,1082_000.0,Since 2018,2032,968
3601,1082_000.0,Since 2018,2036,1038
3601,1082_000.0,Since 2018,2046,1213
3601,1082_000.0,Since 2018,2055,1370
3602,0013_006.5,Since 2018,2018,9631
3602,0013_006.5,Since 2018,2027,11740
3602,0013_006.5,Since 2018,2032,12912
3602,0013_006.5,Since 2018,2036,13849
3602,0013_006.5,Since 2018,2046,16193
3602,0013_006.5,Since 2018,2055,18302
3603,1112_000.0,Since 2018,2018,1411
3603,1112_000.0,Since 2018,2027,1432
3603,1112_000.0,Since 2018,2032,1444
3603,1112_000.0,Since 2018,2036,1454
3603,1112_000.0,Since 2018,2046,1478
3603,1112_000.0,Since 2018,2055,1499
3604,0015_368.1,Since 2018,2018,27026
3604,0015_368.1,Since 2018,2027,32292
3604,0015_368.1,Since 2018,2032,35217
3604,0015_368.1,Since 2018,2036,37557
3604,0015_368.1,Since 2018,2046,43408
3604,0015_368.1,Since 2018,2055,48674
3605,0038_003.2,Since 2018,2018,3660
3605,0038_003.2,Since 2018,2027,3711
3605,0038_003.2,Since 2018,2032,3740
3605,0038_003.2,Since 2018,2036,3763
3605,0038_003.2,Since 2018,2046,3820
3605,0038_003.2,Since 2018,2055,3871
3606,0091_010.1,Since 2018,2018,19258
3606,0091_010.1,Since 2018,2027,22936
3606,0091_010.1,Since 2018,2032,24979
3606,0091_010.1,Since 2018,2036,26614
3606,0091_010.1,Since 2018,2046,30701
3606,0091_010.1,Since 2018,2055,34379
3607,3462_002.8,Since 2018,2018,2022
3607,3462_002.8,Since 2018,2027,2465
3607,3462_002.8,Since 2018,2032,2710
3607,3462_002.8,Since 2018,2036,2907
3607,3462_002.8,Since 2018,2046,3398
3607,3462_002.8,Since 2018,2055,3841
3608,0039_008.7,Since 2018,2018,9027
3608,0039_008.7,Since 2018,2027,9023
3608,0039_008.7,Since 2018,2032,9021
3608,0039_008.7,Since 2018,2036,9020
3608,0039_008.7,Since 2018,2046,9016
3608,0039_008.7,Since 2018,2055,9012
3609,0084_087.8,Since 2018,2018,21327
3609,0084_087.8,Since 2018,2027,24593
3609,0084_087.8,Since 2018,2032,26407
3609,0084_087.8,Since 2018,2036,27859
3609,0084_087.8,Since 2018,2046,31487
3609,0084_087.8,Since 2018,2055,34753
3612,0080_099.5,Since 2018,2018,43534
3612,0080_099.5,Since 2018,2027,61694
3612,0080_099.5,Since 2018,2032,71782
3612,0080_099.5,Since 2018,2036,79853
